|dates|Allen_Indiana_UnitedStates.BLS_EmployedPopulation.data|Allen_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Allen_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Allen_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Allen_Indiana_UnitedStates.BLS_UnemploymentRate.data|Allen_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Allen_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Allen_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-02|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-03|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-04|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-05|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-06|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-07|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-08|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-09|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-10|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-11|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-12|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-13|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-14|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-15|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-16|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-17|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-18|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-19|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-20|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-21|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-22|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-23|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-24|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-25|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-26|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-27|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-28|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-29|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-30|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-01-31|180372.5|0|6301.5|0|3.37567095578388|0|186674.0|0
0|2020-02-01|180642.5|0|6423.0|0|3.433556695382099|0|187065.5|0
0|2020-02-02|180642.5|0|6423.0|0|3.433556695382099|0|187065.5|0
0|2020-02-03|180642.5|0|6423.0|0|3.433556695382099|0|187065.5|0
0|2020-02-04|180642.5|0|6423.0|0|3.433556695382099|0|187065.5|0
0|2020-02-05|180642.5|0|6423.0|0|3.433556695382099|0|187065.5|0
0|2020-02-06|180642.5|0|6423.0|0|3.433556695382099|0|187065.5|0
0|2020-02-07|180642.5|0|6423.0|0|3.433556695382099|0|187065.5|0
0|2020-02-08|180642.5|0|6423.0|0|3.433556695382099|0|187065.5|0
0|2020-02-09|180642.5|0|6423.0|0|3.433556695382099|0|187065.5|0
0|2020-02-10|180642.5|0|6423.0|0|3.433556695382099|0|187065.5|0
0|2020-02-11|180642.5|0|6423.0|0|3.433556695382099|0|187065.5|0
0|2020-02-12|180642.5|0|6423.0|0|3.433556695382099|0|187065.5|0
0|2020-02-13|180642.5|0|6423.0|0|3.433556695382099|0|187065.5|0
