|dates|Cleveland_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cleveland_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cleveland_Arkansas_UnitedStates.Male_Total_Population.data|Cleveland_Arkansas_UnitedStates.Male_Total_Population.missing|Cleveland_Arkansas_UnitedStates.Female_Total_Population.data|Cleveland_Arkansas_UnitedStates.Female_Total_Population.missing|Cleveland_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Cleveland_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1683.0|0|3978.0|0|4040.0|0|1754.0|0
