|dates|Wibaux_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wibaux_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wibaux_Montana_UnitedStates.Male_Total_Population.data|Wibaux_Montana_UnitedStates.Male_Total_Population.missing|Wibaux_Montana_UnitedStates.Female_Total_Population.data|Wibaux_Montana_UnitedStates.Female_Total_Population.missing|Wibaux_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Wibaux_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|251.0|0|535.0|0|499.0|0|221.0|0
