|dates|Phillips_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Phillips_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Phillips_Montana_UnitedStates.Male_Total_Population.data|Phillips_Montana_UnitedStates.Male_Total_Population.missing|Phillips_Montana_UnitedStates.Female_Total_Population.data|Phillips_Montana_UnitedStates.Female_Total_Population.missing|Phillips_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Phillips_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|910.0|0|2047.0|0|2027.0|0|968.0|0
