|dates|Cherokee_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cherokee_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cherokee_Georgia_UnitedStates.Male_Total_Population.data|Cherokee_Georgia_UnitedStates.Male_Total_Population.missing|Cherokee_Georgia_UnitedStates.Female_Total_Population.data|Cherokee_Georgia_UnitedStates.Female_Total_Population.missing|Cherokee_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Cherokee_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|35380.0|0|125168.0|0|128981.0|0|62093.0|0
