|dates|Wright_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wright_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wright_Missouri_UnitedStates.Male_Total_Population.data|Wright_Missouri_UnitedStates.Male_Total_Population.missing|Wright_Missouri_UnitedStates.Female_Total_Population.data|Wright_Missouri_UnitedStates.Female_Total_Population.missing|Wright_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Wright_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3630.0|0|9025.0|0|9353.0|0|4703.0|0
