|dates|Uintah_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Uintah_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Uintah_Utah_UnitedStates.Male_Total_Population.data|Uintah_Utah_UnitedStates.Male_Total_Population.missing|Uintah_Utah_UnitedStates.Female_Total_Population.data|Uintah_Utah_UnitedStates.Female_Total_Population.missing|Uintah_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Uintah_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3855.0|0|18011.0|0|17427.0|0|11754.0|0
