|dates|FondduLac_Wisconsin_UnitedStates.BLS_EmployedPopulation.data|FondduLac_Wisconsin_UnitedStates.BLS_EmployedPopulation.missing|FondduLac_Wisconsin_UnitedStates.BLS_UnemployedPopulation.data|FondduLac_Wisconsin_UnitedStates.BLS_UnemployedPopulation.missing|FondduLac_Wisconsin_UnitedStates.BLS_UnemploymentRate.data|FondduLac_Wisconsin_UnitedStates.BLS_UnemploymentRate.missing|FondduLac_Wisconsin_UnitedStates.BLS_LaborForcePopulation.data|FondduLac_Wisconsin_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-02|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-03|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-04|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-05|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-06|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-07|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-08|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-09|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-10|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-11|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-12|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-13|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-14|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-15|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-16|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-17|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-18|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-19|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-20|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-21|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-22|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-23|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-24|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-25|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-26|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-27|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-28|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-29|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-30|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-01-31|54517.5|0|1928.5|0|3.4165397016617653|0|56446.0|0
0|2020-02-01|54739.0|0|1826.5|0|3.2290000088393103|0|56565.5|0
0|2020-02-02|54739.0|0|1826.5|0|3.2290000088393103|0|56565.5|0
0|2020-02-03|54739.0|0|1826.5|0|3.2290000088393103|0|56565.5|0
0|2020-02-04|54739.0|0|1826.5|0|3.2290000088393103|0|56565.5|0
0|2020-02-05|54739.0|0|1826.5|0|3.2290000088393103|0|56565.5|0
0|2020-02-06|54739.0|0|1826.5|0|3.2290000088393103|0|56565.5|0
0|2020-02-07|54739.0|0|1826.5|0|3.2290000088393103|0|56565.5|0
0|2020-02-08|54739.0|0|1826.5|0|3.2290000088393103|0|56565.5|0
0|2020-02-09|54739.0|0|1826.5|0|3.2290000088393103|0|56565.5|0
0|2020-02-10|54739.0|0|1826.5|0|3.2290000088393103|0|56565.5|0
0|2020-02-11|54739.0|0|1826.5|0|3.2290000088393103|0|56565.5|0
