|dates|Rhea_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Rhea_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Rhea_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Rhea_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Rhea_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Rhea_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Rhea_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Rhea_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-02|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-03|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-04|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-05|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-06|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-07|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-08|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-09|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-10|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-11|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-12|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-13|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-14|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-15|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-16|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-17|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-18|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-19|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-20|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-21|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-22|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-23|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-24|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-25|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-26|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-27|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-28|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-29|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-30|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-01-31|12789.0|0|811.5|0|5.966692401014669|0|13600.5|0
0|2020-02-01|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-02|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-03|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-04|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-05|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-06|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-07|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-08|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-09|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-10|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-11|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-12|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-13|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-14|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-15|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-16|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-17|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-18|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-19|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-20|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-21|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-22|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-23|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-24|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
0|2020-02-25|12923.5|0|791.5|0|5.771053590958804|0|13715.0|0
