|dates|Plumas_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Plumas_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Plumas_California_UnitedStates.Male_Total_Population.data|Plumas_California_UnitedStates.Male_Total_Population.missing|Plumas_California_UnitedStates.Female_Total_Population.data|Plumas_California_UnitedStates.Female_Total_Population.missing|Plumas_California_UnitedStates.MaleAndFemale_Under18_Population.data|Plumas_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5345.0|0|9360.0|0|9444.0|0|3173.0|0
