|dates|Moody_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Moody_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Moody_SouthDakota_UnitedStates.Male_Total_Population.data|Moody_SouthDakota_UnitedStates.Male_Total_Population.missing|Moody_SouthDakota_UnitedStates.Female_Total_Population.data|Moody_SouthDakota_UnitedStates.Female_Total_Population.missing|Moody_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Moody_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1234.0|0|3272.0|0|3307.0|0|1714.0|0
