|dates|Chesterfield_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Chesterfield_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Chesterfield_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Chesterfield_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Chesterfield_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Chesterfield_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Chesterfield_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Chesterfield_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-02|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-03|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-04|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-05|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-06|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-07|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-08|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-09|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-10|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-11|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-12|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-13|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-14|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-15|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-16|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-17|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-18|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-19|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-20|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-21|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-22|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-23|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-24|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-25|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-26|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-27|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-28|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-29|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-30|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-01-31|21173.0|0|696.5|0|3.184800749902833|0|21869.5|0
0|2020-02-01|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-02|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-03|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-04|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-05|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-06|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-07|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-08|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-09|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-10|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-11|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-12|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-13|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-14|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-15|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-16|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-17|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-18|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-19|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-20|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-21|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-22|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-23|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-24|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-25|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-26|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-27|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-28|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-02-29|21284.5|0|681.5|0|3.102522079577529|0|21966.0|0
0|2020-03-01|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-02|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-03|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-04|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-05|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-06|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-07|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-08|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-09|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-10|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-11|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-12|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-13|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-14|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-15|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-16|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-17|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-18|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-19|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-20|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-21|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-22|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-23|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-24|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-25|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-26|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-27|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-28|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-29|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-30|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-03-31|21161.0|0|687.0|0|3.144452581471988|0|21848.0|0
0|2020-04-01|19514.0|0|2245.0|0|10.317569741256492|0|21759.0|0
0|2020-04-02|19514.0|0|2245.0|0|10.317569741256492|0|21759.0|0
