|dates|Delaware_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Delaware_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Delaware_Oklahoma_UnitedStates.Male_Total_Population.data|Delaware_Oklahoma_UnitedStates.Male_Total_Population.missing|Delaware_Oklahoma_UnitedStates.Female_Total_Population.data|Delaware_Oklahoma_UnitedStates.Female_Total_Population.missing|Delaware_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Delaware_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10681.0|0|21050.0|0|21683.0|0|8555.0|0
