|dates|Franklin_Idaho_UnitedStates.BLS_EmployedPopulation.data|Franklin_Idaho_UnitedStates.BLS_EmployedPopulation.missing|Franklin_Idaho_UnitedStates.BLS_UnemployedPopulation.data|Franklin_Idaho_UnitedStates.BLS_UnemployedPopulation.missing|Franklin_Idaho_UnitedStates.BLS_UnemploymentRate.data|Franklin_Idaho_UnitedStates.BLS_UnemploymentRate.missing|Franklin_Idaho_UnitedStates.BLS_LaborForcePopulation.data|Franklin_Idaho_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-02|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-03|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-04|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-05|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-06|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-07|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-08|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-09|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-10|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-11|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-12|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-13|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-14|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-15|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-16|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-17|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-18|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-19|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-20|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-21|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-22|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-23|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-24|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-25|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-26|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-27|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-28|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-29|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-30|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-01-31|6810.0|0|177.5|0|2.5402504472271916|0|6987.5|0
0|2020-02-01|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-02|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-03|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-04|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-05|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-06|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-07|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-08|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-09|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-10|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-11|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-12|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-13|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-14|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-15|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-16|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-17|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-18|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-19|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-20|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-21|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-22|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-23|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-24|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-25|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-26|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-27|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-28|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-02-29|6797.5|0|152.5|0|2.194244604316547|0|6950.0|0
0|2020-03-01|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-02|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-03|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-04|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-05|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-06|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-07|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-08|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-09|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-10|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-11|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-12|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-13|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-14|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-15|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-16|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-17|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-18|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-19|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-20|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-21|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-22|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-23|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-24|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-25|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-26|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-27|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-28|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-29|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-30|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-03-31|6910.0|0|176.0|0|2.4837708156929157|0|7086.0|0
0|2020-04-01|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-02|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-03|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-04|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-05|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-06|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-07|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-08|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-09|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-10|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-11|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-12|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-13|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-14|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-15|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-16|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-17|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-18|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-19|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-20|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-21|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-22|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-23|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-24|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-25|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-26|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-27|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-28|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-29|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-04-30|6559.0|0|570.0|0|7.995511291906298|0|7129.0|0
0|2020-05-01|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-02|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-03|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-04|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-05|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-06|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-07|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-08|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-09|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-10|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-11|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-12|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-13|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-14|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-15|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-16|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-17|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-18|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-19|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-20|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-21|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-22|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-23|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
0|2020-05-24|6769.0|0|315.0|0|4.446640316205533|0|7084.0|0
