|dates|DeSoto_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|DeSoto_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|DeSoto_Mississippi_UnitedStates.Male_Total_Population.data|DeSoto_Mississippi_UnitedStates.Male_Total_Population.missing|DeSoto_Mississippi_UnitedStates.Female_Total_Population.data|DeSoto_Mississippi_UnitedStates.Female_Total_Population.missing|DeSoto_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|DeSoto_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23468.0|0|87795.0|0|94206.0|0|46709.0|0
