|dates|OutofCO_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|OutofCO_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|OutofCO_Colorado_UnitedStates.Male_Total_Population.data|OutofCO_Colorado_UnitedStates.Male_Total_Population.missing|OutofCO_Colorado_UnitedStates.Female_Total_Population.data|OutofCO_Colorado_UnitedStates.Female_Total_Population.missing|OutofCO_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|OutofCO_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
