|dates|Lake_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lake_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lake_Indiana_UnitedStates.Male_Total_Population.data|Lake_Indiana_UnitedStates.Male_Total_Population.missing|Lake_Indiana_UnitedStates.Female_Total_Population.data|Lake_Indiana_UnitedStates.Female_Total_Population.missing|Lake_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Lake_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|80104.0|0|234475.0|0|249936.0|0|113194.0|0
