|dates|Saginaw_Michigan_UnitedStates.AveragePrecipitationTotal.data|Saginaw_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Saginaw_Michigan_UnitedStates.AveragePrecipitation.data|Saginaw_Michigan_UnitedStates.AveragePrecipitation.missing|Saginaw_Michigan_UnitedStates.AverageWindDirection.data|Saginaw_Michigan_UnitedStates.AverageWindDirection.missing|Saginaw_Michigan_UnitedStates.AverageWindSpeed.data|Saginaw_Michigan_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|223.17708333333334|0|13.479166666666666|0
0|2020-01-02|0.0|0|0.0|0|203.14236111111111|0|13.293402777777779|0
0|2020-01-03|0.0|0|0.0|0|171.97916666666666|0|3.5520833333333335|0
0|2020-01-04|0.0|0|0.0|0|278.5416666666667|0|9.145833333333334|0
0|2020-01-05|0.0|0|0.0|0|218.54166666666666|0|11.046875|0
0|2020-01-06|0.0|0|0.0|0|251.14583333333334|0|14.177083333333334|0
0|2020-01-07|0.0|0|0.0|0|226.99652777777774|0|11.069444444444445|0
0|2020-01-08|0.0|0|0.0|0|255.0|0|10.963541666666666|0
0|2020-01-09|0.0|0|0.0|0|153.54166666666666|0|14.364583333333334|0
0|2020-01-10|0.0|0|0.0|0|148.28125|0|8.9375|0
0|2020-01-11|0.0|0|0.0|0|48.4375|0|13.458333333333334|0
0|2020-01-12|0.0|0|0.0|0|106.61458333333333|0|2.0572916666666665|0
0|2020-01-13|0.0|0|0.0|0|78.02083333333333|0|1.5625|0
0|2020-01-14|0.0|0|0.0|0|155.52083333333334|0|6.755208333333333|0
0|2020-01-15|0.0|0|0.0|0|161.35416666666666|0|4.989583333333333|0
0|2020-01-16|0.0|0|0.0|0|294.2708333333333|0|14.835069444444445|0
0|2020-01-17|0.0|0|0.0|0|162.96875|0|6.895833333333333|0
0|2020-01-18|0.0|0|0.0|0|177.8125|0|15.578125|0
0|2020-01-19|0.0|0|0.0|0|279.6875|0|12.322916666666666|0
0|2020-01-20|0.0|0|0.0|0|242.13541666666666|0|4.953125|0
0|2020-01-21|0.0|0|0.0|0|223.80208333333334|0|9.447916666666666|0
0|2020-01-22|0.0|0|0.0|0|196.875|0|12.505208333333334|0
0|2020-01-23|0.0|0|0.0|0|122.70833333333333|0|4.510416666666667|0
0|2020-01-24|0.0|0|0.0|0|67.08333333333333|0|5.963541666666667|0
0|2020-01-25|0.0|0|0.0|0|180.67708333333334|0|5.140625|0
0|2020-01-26|0.0|0|0.0|0|251.35416666666666|0|10.442708333333334|0
0|2020-01-27|0.0|0|0.0|0|267.7604166666667|0|5.572916666666667|0
0|2020-01-28|0.0|0|0.0|0|236.04166666666666|0|4.645833333333333|0
0|2020-01-29|0.0|0|0.0|0|32.760416666666664|0|3.2604166666666665|0
0|2020-01-30|0.0|0|0.0|0|74.6875|0|2.7083333333333335|0
0|2020-01-31|0.0|0|0.0|0|174.63541666666666|0|4.192708333333333|0
0|2020-02-01|0.0|0|0.0|0|203.80208333333334|0|8.828125|0
0|2020-02-02|0.0|0|0.0|0|225.52083333333334|0|10.119791666666666|0
0|2020-02-03|0.0|0|0.0|0|81.97916666666667|0|4.635416666666667|0
0|2020-02-04|0.0|0|0.0|0|174.47916666666666|0|9.994791666666666|0
0|2020-02-05|0.0|0|0.0|0|110.88541666666667|0|5.583333333333333|0
0|2020-02-06|0.0|0|0.0|0|141.04166666666666|0|8.833333333333334|0
0|2020-02-07|0.0|0|0.0|0|296.9791666666667|0|9.234375|0
0|2020-02-08|0.0|0|0.0|0|60.364583333333336|0|4.770833333333333|0
0|2020-02-09|0.0|0|0.0|0|180.41666666666666|0|11.03125|0
0|2020-02-10|0.0|0|0.0|0|224.375|0|5.432291666666667|0
0|2020-02-11|0.0|0|0.0|0|233.48958333333334|0|11.307291666666666|0
0|2020-02-12|0.0|0|0.0|0|210.72916666666666|0|10.03125|0
0|2020-02-13|0.0|0|0.0|0|203.69791666666666|0|8.723958333333334|0
0|2020-02-14|0.0|0|0.0|0|222.44791666666666|0|7.572916666666667|0
0|2020-02-15|0.0|0|0.0|0|197.65625|0|15.239583333333334|0
0|2020-02-16|0.0|0|0.0|0|254.375|0|9.666666666666666|0
0|2020-02-17|0.0|0|0.0|0|90.83333333333333|0|6.557291666666667|0
0|2020-02-18|0.0|0|0.0|0|224.6875|0|16.114583333333332|0
0|2020-02-19|0.0|0|0.0|0|272.1875|0|12.604166666666666|0
0|2020-02-20|0.0|0|0.0|0|279.375|0|7.802083333333333|0
0|2020-02-21|0.0|0|0.0|0|219.84375|0|13.817708333333334|0
0|2020-02-22|0.0|0|0.0|0|215.52083333333334|0|12.994791666666666|0
0|2020-02-23|0.0|0|0.0|0|208.28125|0|12.317708333333334|0
0|2020-02-24|0.0|0|0.0|0|144.82638888888889|0|5.409722222222221|0
0|2020-02-25|0.0|0|0.0|0|65.20833333333333|0|14.223958333333334|0
0|2020-02-26|0.0|0|0.0|0|209.63541666666666|0|13.677083333333334|0
0|2020-02-27|0.0|0|0.0|0|273.0729166666667|0|18.380208333333332|0
0|2020-02-28|0.0|0|0.0|0|272.34375|0|18.62152777777778|0
0|2020-02-29|0.0|0|0.0|0|268.4895833333333|0|11.375|0
0|2020-03-01|0.0|0|0.0|0|181.77083333333334|0|12.09375|0
0|2020-03-02|0.0|0|0.0|0|241.82291666666666|0|8.348958333333334|0
0|2020-03-03|0.0|0|0.0|0|166.45833333333334|0|7.520833333333333|0
0|2020-03-04|0.0|0|0.0|0|252.03125|0|9.041666666666666|0
0|2020-03-05|0.0|0|0.0|0|157.23958333333334|0|8.015625|0
0|2020-03-06|0.0|0|0.0|0|245.52083333333334|0|12.557291666666666|0
0|2020-03-07|0.0|0|0.0|0|201.30208333333334|0|9.020833333333334|0
0|2020-03-08|0.0|0|0.0|0|194.16666666666666|0|13.8125|0
0|2020-03-09|0.0|0|0.0|0|206.92708333333334|0|15.567708333333334|0
0|2020-03-10|0.0|0|0.0|0|195.83333333333334|0|10.875|0
0|2020-03-11|0.0|0|0.0|0|82.03125|0|2.8229166666666665|0
0|2020-03-12|0.0|0|0.0|0|162.23958333333334|0|9.322916666666666|0
0|2020-03-13|0.0|0|0.0|0|259.375|0|19.828125|0
0|2020-03-14|0.0|0|0.0|0|177.5|0|5.1875|0
0|2020-03-15|0.0|0|0.0|0|94.58333333333333|0|9.953125|0
0|2020-03-16|0.0|0|0.0|0|117.03125|0|5.770833333333333|0
0|2020-03-17|0.0|0|0.0|0|259.0104166666667|0|11.078125|0
0|2020-03-18|0.0|0|0.0|0|120.67708333333333|0|6.854166666666667|0
0|2020-03-19|0.0|0|0.0|0|117.8125|0|7.026041666666667|0
0|2020-03-20|0.0|0|0.0|0|283.6458333333333|0|16.536458333333332|0
0|2020-03-21|0.0|0|0.0|0|130.72916666666666|0|9.828125|0
0|2020-03-22|0.0|0|0.0|0|80.15625|0|5.25|0
0|2020-03-23|0.0|0|0.0|0|140.41666666666666|0|4.40625|0
