|dates|Throckmorton_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Throckmorton_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Throckmorton_Texas_UnitedStates.Male_Total_Population.data|Throckmorton_Texas_UnitedStates.Male_Total_Population.missing|Throckmorton_Texas_UnitedStates.Female_Total_Population.data|Throckmorton_Texas_UnitedStates.Female_Total_Population.missing|Throckmorton_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Throckmorton_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|425.0|0|708.0|0|807.0|0|298.0|0
