|dates|Stevens_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stevens_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stevens_Washington_UnitedStates.Male_Total_Population.data|Stevens_Washington_UnitedStates.Male_Total_Population.missing|Stevens_Washington_UnitedStates.Female_Total_Population.data|Stevens_Washington_UnitedStates.Female_Total_Population.missing|Stevens_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Stevens_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10542.0|0|22589.0|0|22671.0|0|9761.0|0
