|dates|Shelby_Indiana_UnitedStates.AveragePrecipitationTotal.data|Shelby_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Shelby_Indiana_UnitedStates.AveragePrecipitation.data|Shelby_Indiana_UnitedStates.AveragePrecipitation.missing|Shelby_Indiana_UnitedStates.AverageWindDirection.data|Shelby_Indiana_UnitedStates.AverageWindDirection.missing|Shelby_Indiana_UnitedStates.AverageWindSpeed.data|Shelby_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.011363636363636364|8|0.0043939393939393945|8|290.8888888888889|0|11.944444444444445|0
