|dates|Scott_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Scott_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Scott_Kentucky_UnitedStates.Male_Total_Population.data|Scott_Kentucky_UnitedStates.Male_Total_Population.missing|Scott_Kentucky_UnitedStates.Female_Total_Population.data|Scott_Kentucky_UnitedStates.Female_Total_Population.missing|Scott_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Scott_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6747.0|0|27650.0|0|28381.0|0|14108.0|0
