|dates|Harrison_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harrison_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harrison_Texas_UnitedStates.Male_Total_Population.data|Harrison_Texas_UnitedStates.Male_Total_Population.missing|Harrison_Texas_UnitedStates.Female_Total_Population.data|Harrison_Texas_UnitedStates.Female_Total_Population.missing|Harrison_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Harrison_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11277.0|0|32660.0|0|34066.0|0|16865.0|0
