|dates|Broward_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Broward_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Broward_Florida_UnitedStates.Male_Total_Population.data|Broward_Florida_UnitedStates.Male_Total_Population.missing|Broward_Florida_UnitedStates.Female_Total_Population.data|Broward_Florida_UnitedStates.Female_Total_Population.missing|Broward_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Broward_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|324313.0|0|950568.0|0|1000692.0|0|412789.0|0
