|dates|Stark_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stark_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stark_NorthDakota_UnitedStates.Male_Total_Population.data|Stark_NorthDakota_UnitedStates.Male_Total_Population.missing|Stark_NorthDakota_UnitedStates.Female_Total_Population.data|Stark_NorthDakota_UnitedStates.Female_Total_Population.missing|Stark_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Stark_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4204.0|0|16051.0|0|14946.0|0|8355.0|0
