|dates|Curry_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Curry_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Curry_Oregon_UnitedStates.Male_Total_Population.data|Curry_Oregon_UnitedStates.Male_Total_Population.missing|Curry_Oregon_UnitedStates.Female_Total_Population.data|Curry_Oregon_UnitedStates.Female_Total_Population.missing|Curry_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Curry_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7800.0|0|11227.0|0|11586.0|0|3304.0|0
