|dates|JeffDavis_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|JeffDavis_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|JeffDavis_Texas_UnitedStates.Male_Total_Population.data|JeffDavis_Texas_UnitedStates.Male_Total_Population.missing|JeffDavis_Texas_UnitedStates.Female_Total_Population.data|JeffDavis_Texas_UnitedStates.Female_Total_Population.missing|JeffDavis_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|JeffDavis_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-01-26|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-01-27|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-01-28|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-01-29|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-01-30|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-01-31|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-01|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-02|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-03|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-04|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-05|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-06|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-07|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-08|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-09|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-10|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-11|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-12|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-13|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-14|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-15|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-16|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-17|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-18|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-19|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-20|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-21|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-22|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-23|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-24|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-25|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-26|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-27|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-28|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-02-29|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-01|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-02|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-03|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-04|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-05|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-06|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-07|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-08|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-09|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-10|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-11|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-12|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-13|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-14|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-15|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-16|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-17|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-18|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-19|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-20|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-21|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-22|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-23|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-24|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-25|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-26|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-27|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-28|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-29|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-30|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-03-31|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-01|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-02|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-03|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-04|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-05|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-06|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-07|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-08|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-09|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-10|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-11|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-12|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-13|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-14|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-15|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-16|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-17|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-18|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-19|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-20|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-21|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-22|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-23|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-24|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-25|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-26|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-27|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-28|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-29|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-04-30|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-01|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-02|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-03|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-04|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-05|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-06|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-07|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-08|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-09|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-10|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-11|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-12|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-13|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-14|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-15|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-16|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-17|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-18|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-19|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-20|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-21|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-22|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-23|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-24|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-25|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-26|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-27|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-28|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-29|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-30|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-05-31|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-01|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-02|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-03|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-04|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-05|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-06|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-07|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-08|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-09|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-10|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-11|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-12|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-13|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-14|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-15|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-16|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-17|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-18|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-19|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-20|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-21|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-22|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-23|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-24|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-25|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-26|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-27|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-28|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-29|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-06-30|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-01|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-02|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-03|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-04|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-05|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-06|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-07|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-08|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-09|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-10|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-11|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-12|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-13|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-14|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-15|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-16|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-17|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-18|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-19|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-20|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-21|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-22|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-23|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-24|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-25|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-26|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-27|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-28|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-29|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-30|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-07-31|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-01|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-02|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-03|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-04|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-05|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-06|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-07|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-08|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-09|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-10|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-11|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-12|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-13|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-14|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-15|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-16|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-17|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-18|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-19|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-20|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-21|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-22|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-23|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-24|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-25|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-26|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-27|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-28|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-29|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-30|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-08-31|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-01|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-02|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-03|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-04|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-05|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-06|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-07|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-08|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-09|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-10|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-11|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-12|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-13|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-14|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-15|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-16|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-17|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-18|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-19|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-20|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-21|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-22|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-23|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-24|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-25|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-26|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-27|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-28|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-29|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-09-30|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-01|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-02|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-03|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-04|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-05|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-06|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-07|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-08|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-09|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-10|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-11|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-12|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-13|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-14|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-15|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-16|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-17|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-18|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-19|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-20|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-21|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-22|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-23|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-24|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-25|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-26|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-27|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-28|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-29|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-30|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-10-31|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-01|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-02|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-03|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-04|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-05|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-06|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-07|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-08|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-09|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-10|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-11|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-12|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-13|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-14|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-15|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-16|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-17|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-18|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-19|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-20|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-21|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-22|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-23|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-24|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-25|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-26|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-27|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-28|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-29|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-11-30|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-01|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-02|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-03|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-04|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-05|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-06|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-07|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-08|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-09|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-10|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-11|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-12|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-13|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-14|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-15|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-16|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-17|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-18|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-19|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-20|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-21|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-22|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-23|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-24|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-25|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-26|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-27|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-28|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-29|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-30|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2020-12-31|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2021-01-01|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2021-01-02|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2021-01-03|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2021-01-04|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2021-01-05|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2021-01-06|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2021-01-07|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2021-01-08|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2021-01-09|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2021-01-10|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2021-01-11|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2021-01-12|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2021-01-13|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2021-01-14|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2021-01-15|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2021-01-16|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2021-01-17|785.0|0|1154.0|0|1098.0|0|174.0|0
0|2021-01-18|785.0|0|1154.0|0|1098.0|0|174.0|0
