|dates|Reno_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Reno_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Reno_Kansas_UnitedStates.Male_Total_Population.data|Reno_Kansas_UnitedStates.Male_Total_Population.missing|Reno_Kansas_UnitedStates.Female_Total_Population.data|Reno_Kansas_UnitedStates.Female_Total_Population.missing|Reno_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Reno_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12320.0|0|31304.0|0|31038.0|0|13969.0|0
