|dates|Franklin_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Maine_UnitedStates.Male_Total_Population.data|Franklin_Maine_UnitedStates.Male_Total_Population.missing|Franklin_Maine_UnitedStates.Female_Total_Population.data|Franklin_Maine_UnitedStates.Female_Total_Population.missing|Franklin_Maine_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Maine_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6705.0|0|14676.0|0|15221.0|0|5235.0|0
