|dates|Colfax_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Colfax_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Colfax_NewMexico_UnitedStates.Male_Total_Population.data|Colfax_NewMexico_UnitedStates.Male_Total_Population.missing|Colfax_NewMexico_UnitedStates.Female_Total_Population.data|Colfax_NewMexico_UnitedStates.Female_Total_Population.missing|Colfax_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Colfax_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3249.0|0|6142.0|0|5968.0|0|2198.0|0
