|dates|Cumberland_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Cumberland_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Cumberland_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Cumberland_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Cumberland_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Cumberland_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Cumberland_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Cumberland_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-02|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-03|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-04|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-05|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-06|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-07|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-08|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-09|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-10|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-11|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-12|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-13|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-14|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-15|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-16|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-17|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-18|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-19|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-20|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-21|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-22|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-23|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-24|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-25|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-26|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-27|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-28|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-29|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-30|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-01-31|22113.0|0|1592.0|0|6.715882725163468|0|23705.0|0
0|2020-02-01|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-02|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-03|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-04|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-05|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-06|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-07|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-08|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-09|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-10|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-11|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-12|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-13|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-14|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-15|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-16|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-17|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-18|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-19|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-20|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-21|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-22|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-23|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-24|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-25|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-26|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-27|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-28|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-02-29|22162.0|0|1493.0|0|6.3115620376241806|0|23655.0|0
0|2020-03-01|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-02|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-03|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-04|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-05|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-06|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-07|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-08|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-09|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-10|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-11|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-12|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-13|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-14|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-15|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-16|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-17|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-18|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-19|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-20|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-21|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-22|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-23|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-24|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-25|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-26|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-27|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-28|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-29|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-30|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-03-31|22120.0|0|1298.0|0|5.542744897087711|0|23418.0|0
0|2020-04-01|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-02|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-03|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-04|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-05|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-06|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-07|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-08|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-09|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-10|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-11|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-12|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-13|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-14|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-15|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-16|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-17|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-18|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-19|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-20|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-21|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-22|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-23|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-24|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-25|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-26|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-27|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-28|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-29|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-04-30|19246.0|0|2901.0|0|13.098839571951054|0|22147.0|0
0|2020-05-01|19957.0|0|1752.0|0|8.070385554378369|0|21709.0|0
0|2020-05-02|19957.0|0|1752.0|0|8.070385554378369|0|21709.0|0
0|2020-05-03|19957.0|0|1752.0|0|8.070385554378369|0|21709.0|0
0|2020-05-04|19957.0|0|1752.0|0|8.070385554378369|0|21709.0|0
0|2020-05-05|19957.0|0|1752.0|0|8.070385554378369|0|21709.0|0
0|2020-05-06|19957.0|0|1752.0|0|8.070385554378369|0|21709.0|0
0|2020-05-07|19957.0|0|1752.0|0|8.070385554378369|0|21709.0|0
0|2020-05-08|19957.0|0|1752.0|0|8.070385554378369|0|21709.0|0
0|2020-05-09|19957.0|0|1752.0|0|8.070385554378369|0|21709.0|0
0|2020-05-10|19957.0|0|1752.0|0|8.070385554378369|0|21709.0|0
0|2020-05-11|19957.0|0|1752.0|0|8.070385554378369|0|21709.0|0
0|2020-05-12|19957.0|0|1752.0|0|8.070385554378369|0|21709.0|0
0|2020-05-13|19957.0|0|1752.0|0|8.070385554378369|0|21709.0|0
0|2020-05-14|19957.0|0|1752.0|0|8.070385554378369|0|21709.0|0
