|dates|Orange_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Orange_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Orange_California_UnitedStates.Male_Total_Population.data|Orange_California_UnitedStates.Male_Total_Population.missing|Orange_California_UnitedStates.Female_Total_Population.data|Orange_California_UnitedStates.Female_Total_Population.missing|Orange_California_UnitedStates.MaleAndFemale_Under18_Population.data|Orange_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|470387.0|0|1572801.0|0|1613167.0|0|698788.0|0
