|dates|Hooker_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Hooker_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Hooker_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Hooker_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Hooker_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Hooker_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Hooker_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Hooker_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|54.0|0|0.0|100|2.0|0|0.0|100
