|dates|Camp_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Camp_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Camp_Texas_UnitedStates.Male_Total_Population.data|Camp_Texas_UnitedStates.Male_Total_Population.missing|Camp_Texas_UnitedStates.Female_Total_Population.data|Camp_Texas_UnitedStates.Female_Total_Population.missing|Camp_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Camp_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2414.0|0|6329.0|0|6704.0|0|3463.0|0
