|dates|Haines_Alaska_UnitedStates.JHU_ConfirmedCases.data|Haines_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Haines_Alaska_UnitedStates.NYT_ConfirmedCases.data|Haines_Alaska_UnitedStates.NYT_ConfirmedCases.missing|Haines_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Haines_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Haines_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Haines_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|136.0|0|0.0|100|0.0|0|0.0|100
