|dates|Washita_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washita_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washita_Oklahoma_UnitedStates.Male_Total_Population.data|Washita_Oklahoma_UnitedStates.Male_Total_Population.missing|Washita_Oklahoma_UnitedStates.Female_Total_Population.data|Washita_Oklahoma_UnitedStates.Female_Total_Population.missing|Washita_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Washita_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2007.0|0|5522.0|0|5605.0|0|2819.0|0
