|dates|Noble_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Noble_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Noble_Oklahoma_UnitedStates.Male_Total_Population.data|Noble_Oklahoma_UnitedStates.Male_Total_Population.missing|Noble_Oklahoma_UnitedStates.Female_Total_Population.data|Noble_Oklahoma_UnitedStates.Female_Total_Population.missing|Noble_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Noble_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2187.0|0|5610.0|0|5679.0|0|2661.0|0
