|dates|Suwannee_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Suwannee_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Suwannee_Florida_UnitedStates.Male_Total_Population.data|Suwannee_Florida_UnitedStates.Male_Total_Population.missing|Suwannee_Florida_UnitedStates.Female_Total_Population.data|Suwannee_Florida_UnitedStates.Female_Total_Population.missing|Suwannee_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Suwannee_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9442.0|0|22743.0|0|21448.0|0|9409.0|0
