|dates|Coconino_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Coconino_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Coconino_Arizona_UnitedStates.Male_Total_Population.data|Coconino_Arizona_UnitedStates.Male_Total_Population.missing|Coconino_Arizona_UnitedStates.Female_Total_Population.data|Coconino_Arizona_UnitedStates.Female_Total_Population.missing|Coconino_Arizona_UnitedStates.MaleAndFemale_Under18_Population.data|Coconino_Arizona_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17855.0|0|70580.0|0|72274.0|0|29454.0|0
