|dates|Hoonah-Angoon_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hoonah-Angoon_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hoonah-Angoon_Alaska_UnitedStates.Male_Total_Population.data|Hoonah-Angoon_Alaska_UnitedStates.Male_Total_Population.missing|Hoonah-Angoon_Alaska_UnitedStates.Female_Total_Population.data|Hoonah-Angoon_Alaska_UnitedStates.Female_Total_Population.missing|Hoonah-Angoon_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|Hoonah-Angoon_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|483.0|0|1134.0|0|1017.0|0|397.0|0
