|dates|Wolfe_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wolfe_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wolfe_Kentucky_UnitedStates.Male_Total_Population.data|Wolfe_Kentucky_UnitedStates.Male_Total_Population.missing|Wolfe_Kentucky_UnitedStates.Female_Total_Population.data|Wolfe_Kentucky_UnitedStates.Female_Total_Population.missing|Wolfe_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Wolfe_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1388.0|0|3515.0|0|3662.0|0|1650.0|0
