|dates|Poquoson_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Poquoson_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Poquoson_Virginia_UnitedStates.Male_Total_Population.data|Poquoson_Virginia_UnitedStates.Male_Total_Population.missing|Poquoson_Virginia_UnitedStates.Female_Total_Population.data|Poquoson_Virginia_UnitedStates.Female_Total_Population.missing|Poquoson_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Poquoson_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2360.0|0|6096.0|0|6094.0|0|2699.0|0
