|dates|Sutton_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sutton_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sutton_Texas_UnitedStates.Male_Total_Population.data|Sutton_Texas_UnitedStates.Male_Total_Population.missing|Sutton_Texas_UnitedStates.Female_Total_Population.data|Sutton_Texas_UnitedStates.Female_Total_Population.missing|Sutton_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Sutton_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|690.0|0|1920.0|0|1838.0|0|896.0|0
