|dates|St.Johns_Florida_UnitedStates.BLS_EmployedPopulation.data|St.Johns_Florida_UnitedStates.BLS_EmployedPopulation.missing|St.Johns_Florida_UnitedStates.BLS_UnemployedPopulation.data|St.Johns_Florida_UnitedStates.BLS_UnemployedPopulation.missing|St.Johns_Florida_UnitedStates.BLS_UnemploymentRate.data|St.Johns_Florida_UnitedStates.BLS_UnemploymentRate.missing|St.Johns_Florida_UnitedStates.BLS_LaborForcePopulation.data|St.Johns_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
