|dates|Laurens_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Laurens_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Laurens_Georgia_UnitedStates.Male_Total_Population.data|Laurens_Georgia_UnitedStates.Male_Total_Population.missing|Laurens_Georgia_UnitedStates.Female_Total_Population.data|Laurens_Georgia_UnitedStates.Female_Total_Population.missing|Laurens_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Laurens_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8359.0|0|22395.0|0|24930.0|0|11713.0|0
