|dates|Greensville_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greensville_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greensville_Virginia_UnitedStates.Male_Total_Population.data|Greensville_Virginia_UnitedStates.Male_Total_Population.missing|Greensville_Virginia_UnitedStates.Female_Total_Population.data|Greensville_Virginia_UnitedStates.Female_Total_Population.missing|Greensville_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Greensville_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1755.0|0|7285.0|0|4342.0|0|2016.0|0
