|dates|Franklin_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Franklin_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Franklin_Iowa_UnitedStates.Male_Total_Population.data|Franklin_Iowa_UnitedStates.Male_Total_Population.missing|Franklin_Iowa_UnitedStates.Female_Total_Population.data|Franklin_Iowa_UnitedStates.Female_Total_Population.missing|Franklin_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Franklin_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2125.0|0|5099.0|0|5025.0|0|2349.0|0
