|dates|Gallatin_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gallatin_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gallatin_Kentucky_UnitedStates.Male_Total_Population.data|Gallatin_Kentucky_UnitedStates.Male_Total_Population.missing|Gallatin_Kentucky_UnitedStates.Female_Total_Population.data|Gallatin_Kentucky_UnitedStates.Female_Total_Population.missing|Gallatin_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Gallatin_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1233.0|0|4473.0|0|4359.0|0|2139.0|0
