|dates|Botetourt_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Botetourt_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Botetourt_Virginia_UnitedStates.Male_Total_Population.data|Botetourt_Virginia_UnitedStates.Male_Total_Population.missing|Botetourt_Virginia_UnitedStates.Female_Total_Population.data|Botetourt_Virginia_UnitedStates.Female_Total_Population.missing|Botetourt_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Botetourt_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7569.0|0|16494.0|0|16783.0|0|6279.0|0
