|dates|Liberty_Florida_UnitedStates.BLS_EmployedPopulation.data|Liberty_Florida_UnitedStates.BLS_EmployedPopulation.missing|Liberty_Florida_UnitedStates.BLS_UnemployedPopulation.data|Liberty_Florida_UnitedStates.BLS_UnemployedPopulation.missing|Liberty_Florida_UnitedStates.BLS_UnemploymentRate.data|Liberty_Florida_UnitedStates.BLS_UnemploymentRate.missing|Liberty_Florida_UnitedStates.BLS_LaborForcePopulation.data|Liberty_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-02|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-03|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-04|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-05|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-06|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-07|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-08|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-09|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-10|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-11|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-12|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-13|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-14|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-15|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-16|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-17|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-18|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-19|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-20|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-21|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-22|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-23|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-24|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-25|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-26|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-27|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-28|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-29|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-30|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-01-31|2576.5|0|96.5|0|3.610175832398055|0|2673.0|0
0|2020-02-01|2592.0|0|92.5|0|3.445706835537344|0|2684.5|0
0|2020-02-02|2592.0|0|92.5|0|3.445706835537344|0|2684.5|0
0|2020-02-03|2592.0|0|92.5|0|3.445706835537344|0|2684.5|0
0|2020-02-04|2592.0|0|92.5|0|3.445706835537344|0|2684.5|0
0|2020-02-05|2592.0|0|92.5|0|3.445706835537344|0|2684.5|0
0|2020-02-06|2592.0|0|92.5|0|3.445706835537344|0|2684.5|0
0|2020-02-07|2592.0|0|92.5|0|3.445706835537344|0|2684.5|0
0|2020-02-08|2592.0|0|92.5|0|3.445706835537344|0|2684.5|0
0|2020-02-09|2592.0|0|92.5|0|3.445706835537344|0|2684.5|0
0|2020-02-10|2592.0|0|92.5|0|3.445706835537344|0|2684.5|0
0|2020-02-11|2592.0|0|92.5|0|3.445706835537344|0|2684.5|0
0|2020-02-12|2592.0|0|92.5|0|3.445706835537344|0|2684.5|0
0|2020-02-13|2592.0|0|92.5|0|3.445706835537344|0|2684.5|0
0|2020-02-14|2592.0|0|92.5|0|3.445706835537344|0|2684.5|0
0|2020-02-15|2592.0|0|92.5|0|3.445706835537344|0|2684.5|0
0|2020-02-16|2592.0|0|92.5|0|3.445706835537344|0|2684.5|0
0|2020-02-17|2592.0|0|92.5|0|3.445706835537344|0|2684.5|0
0|2020-02-18|2592.0|0|92.5|0|3.445706835537344|0|2684.5|0
