|dates|Tippecanoe_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tippecanoe_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tippecanoe_Indiana_UnitedStates.Male_Total_Population.data|Tippecanoe_Indiana_UnitedStates.Male_Total_Population.missing|Tippecanoe_Indiana_UnitedStates.Female_Total_Population.data|Tippecanoe_Indiana_UnitedStates.Female_Total_Population.missing|Tippecanoe_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Tippecanoe_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|22471.0|0|98678.0|0|94370.0|0|39983.0|0
