|dates|Hawaii_Hawaii_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hawaii_Hawaii_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hawaii_Hawaii_UnitedStates.Male_Total_Population.data|Hawaii_Hawaii_UnitedStates.Male_Total_Population.missing|Hawaii_Hawaii_UnitedStates.Female_Total_Population.data|Hawaii_Hawaii_UnitedStates.Female_Total_Population.missing|Hawaii_Hawaii_UnitedStates.MaleAndFemale_Under18_Population.data|Hawaii_Hawaii_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|42032.0|0|99602.0|0|101381.0|0|43553.0|0
