|dates|Baker_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Baker_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Baker_Oregon_UnitedStates.Male_Total_Population.data|Baker_Oregon_UnitedStates.Male_Total_Population.missing|Baker_Oregon_UnitedStates.Female_Total_Population.data|Baker_Oregon_UnitedStates.Female_Total_Population.missing|Baker_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Baker_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4227.0|0|8146.0|0|7860.0|0|3135.0|0
