|dates|Marinette_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marinette_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marinette_Wisconsin_UnitedStates.Male_Total_Population.data|Marinette_Wisconsin_UnitedStates.Male_Total_Population.missing|Marinette_Wisconsin_UnitedStates.Female_Total_Population.data|Marinette_Wisconsin_UnitedStates.Female_Total_Population.missing|Marinette_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Marinette_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9622.0|0|20297.0|0|20137.0|0|7762.0|0
