|dates|Yuma_Colorado_UnitedStates.JHU_ConfirmedCases.data|Yuma_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Yuma_Colorado_UnitedStates.NYT_ConfirmedCases.data|Yuma_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Yuma_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Yuma_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Yuma_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Yuma_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|1009.0|0|0.0|100|18.0|0|0.0|100
