|dates|Claiborne_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Claiborne_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Claiborne_Tennessee_UnitedStates.Male_Total_Population.data|Claiborne_Tennessee_UnitedStates.Male_Total_Population.missing|Claiborne_Tennessee_UnitedStates.Female_Total_Population.data|Claiborne_Tennessee_UnitedStates.Female_Total_Population.missing|Claiborne_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Claiborne_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6334.0|0|15530.0|0|16226.0|0|6060.0|0
