|dates|Millard_Utah_UnitedStates.JHU_ConfirmedCases.data|Millard_Utah_UnitedStates.JHU_ConfirmedCases.missing|Millard_Utah_UnitedStates.NYT_ConfirmedCases.data|Millard_Utah_UnitedStates.NYT_ConfirmedCases.missing|Millard_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Millard_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Millard_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Millard_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
