|dates|Union_Florida_UnitedStates.BLS_EmployedPopulation.data|Union_Florida_UnitedStates.BLS_EmployedPopulation.missing|Union_Florida_UnitedStates.BLS_UnemployedPopulation.data|Union_Florida_UnitedStates.BLS_UnemployedPopulation.missing|Union_Florida_UnitedStates.BLS_UnemploymentRate.data|Union_Florida_UnitedStates.BLS_UnemploymentRate.missing|Union_Florida_UnitedStates.BLS_LaborForcePopulation.data|Union_Florida_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-02|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-03|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-04|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-05|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-06|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-07|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-08|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-09|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-10|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-11|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-12|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-13|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-14|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-15|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-16|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-17|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-18|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-19|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-20|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-21|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-22|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-23|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-24|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-25|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-26|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-27|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-28|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-29|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-30|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-01-31|4516.5|0|152.5|0|3.266224030841722|0|4669.0|0
0|2020-02-01|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-02|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-03|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-04|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-05|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-06|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-07|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-08|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-09|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-10|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-11|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-12|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-13|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-14|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-15|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-16|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-17|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-18|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-19|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-20|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-21|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-22|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-23|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-24|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-25|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-26|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-27|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-28|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-02-29|4558.0|0|136.0|0|2.8973157221985515|0|4694.0|0
0|2020-03-01|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-02|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-03|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-04|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-05|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-06|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-07|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-08|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-09|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-10|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-11|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-12|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-13|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-14|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-15|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-16|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-17|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-18|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-19|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-20|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-21|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-22|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-23|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-24|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-25|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-26|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-27|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-28|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-29|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-30|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-03-31|4492.0|0|198.5|0|4.231958213410084|0|4690.5|0
0|2020-04-01|4031.5|0|307.0|0|7.076178402673735|0|4338.5|0
0|2020-04-02|4031.5|0|307.0|0|7.076178402673735|0|4338.5|0
0|2020-04-03|4031.5|0|307.0|0|7.076178402673735|0|4338.5|0
0|2020-04-04|4031.5|0|307.0|0|7.076178402673735|0|4338.5|0
0|2020-04-05|4031.5|0|307.0|0|7.076178402673735|0|4338.5|0
0|2020-04-06|4031.5|0|307.0|0|7.076178402673735|0|4338.5|0
0|2020-04-07|4031.5|0|307.0|0|7.076178402673735|0|4338.5|0
0|2020-04-08|4031.5|0|307.0|0|7.076178402673735|0|4338.5|0
0|2020-04-09|4031.5|0|307.0|0|7.076178402673735|0|4338.5|0
0|2020-04-10|4031.5|0|307.0|0|7.076178402673735|0|4338.5|0
0|2020-04-11|4031.5|0|307.0|0|7.076178402673735|0|4338.5|0
0|2020-04-12|4031.5|0|307.0|0|7.076178402673735|0|4338.5|0
0|2020-04-13|4031.5|0|307.0|0|7.076178402673735|0|4338.5|0
0|2020-04-14|4031.5|0|307.0|0|7.076178402673735|0|4338.5|0
