|dates|Brevard_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brevard_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brevard_Florida_UnitedStates.Male_Total_Population.data|Brevard_Florida_UnitedStates.Male_Total_Population.missing|Brevard_Florida_UnitedStates.Female_Total_Population.data|Brevard_Florida_UnitedStates.Female_Total_Population.missing|Brevard_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Brevard_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|141345.0|0|291903.0|0|304946.0|0|108913.0|0
