|dates|Colfax_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Colfax_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Colfax_Nebraska_UnitedStates.Male_Total_Population.data|Colfax_Nebraska_UnitedStates.Male_Total_Population.missing|Colfax_Nebraska_UnitedStates.Female_Total_Population.data|Colfax_Nebraska_UnitedStates.Female_Total_Population.missing|Colfax_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Colfax_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1465.0|0|5796.0|0|5085.0|0|3230.0|0
