|dates|Woodson_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Woodson_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Woodson_Kansas_UnitedStates.Male_Total_Population.data|Woodson_Kansas_UnitedStates.Male_Total_Population.missing|Woodson_Kansas_UnitedStates.Female_Total_Population.data|Woodson_Kansas_UnitedStates.Female_Total_Population.missing|Woodson_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Woodson_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-04-05|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-06|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-07|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-08|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-09|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-10|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-11|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-12|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-13|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-14|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-15|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-16|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-17|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-18|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-19|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-20|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-21|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-22|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-23|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-24|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-25|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-26|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-27|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-28|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-29|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-04-30|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-01|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-02|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-03|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-04|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-05|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-06|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-07|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-08|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-09|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-10|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-11|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-12|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-13|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-14|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-15|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-16|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-17|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-18|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-19|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-20|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-21|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-22|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-23|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-24|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-25|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-26|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-27|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-28|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-29|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-30|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-05-31|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-01|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-02|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-03|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-04|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-05|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-06|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-07|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-08|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-09|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-10|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-11|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-12|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-13|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-14|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-15|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-16|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-17|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-18|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-19|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-20|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-21|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-22|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-23|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-24|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-25|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-26|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-27|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-28|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-29|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-06-30|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-01|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-02|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-03|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-04|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-05|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-06|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-07|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-08|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-09|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-10|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-11|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-12|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-13|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-14|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-15|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-16|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-17|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-18|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-19|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-20|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-21|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-22|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-23|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-24|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-25|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-26|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-27|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-28|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-29|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-30|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-07-31|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-01|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-02|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-03|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-04|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-05|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-06|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-07|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-08|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-09|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-10|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-11|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-12|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-13|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-14|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-15|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-16|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-17|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-18|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-19|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-20|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-21|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-22|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-23|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-24|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-25|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-26|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-27|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-28|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-29|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-30|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-08-31|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-01|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-02|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-03|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-04|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-05|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-06|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-07|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-08|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-09|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-10|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-11|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-12|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-13|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-14|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-15|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-16|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-17|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-18|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-19|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-20|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-21|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-22|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-23|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-24|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-25|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-26|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-27|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-28|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-29|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-09-30|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-01|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-02|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-03|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-04|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-05|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-06|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-07|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-08|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-09|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-10|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-11|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-12|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-13|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-14|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-15|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-16|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-17|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-18|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-19|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-20|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-21|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-22|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-23|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-24|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-25|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-26|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-27|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-28|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-29|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-30|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-10-31|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-01|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-02|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-03|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-04|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-05|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-06|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-07|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-08|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-09|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-10|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-11|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-12|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-13|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-14|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-15|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-16|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-17|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-18|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-19|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-20|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-21|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-22|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-23|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-24|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-25|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-26|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-27|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-28|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-29|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-11-30|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-01|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-02|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-03|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-04|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-05|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-06|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-07|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-08|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-09|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-10|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-11|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-12|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-13|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-14|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-15|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-16|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-17|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-18|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-19|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-20|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-21|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-22|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-23|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-24|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-25|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-26|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-27|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-28|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-29|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-30|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2020-12-31|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2021-01-01|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2021-01-02|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2021-01-03|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2021-01-04|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2021-01-05|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2021-01-06|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2021-01-07|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2021-01-08|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2021-01-09|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2021-01-10|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2021-01-11|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2021-01-12|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2021-01-13|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2021-01-14|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2021-01-15|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2021-01-16|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2021-01-17|773.0|0|1601.0|0|1582.0|0|672.0|0
0|2021-01-18|773.0|0|1601.0|0|1582.0|0|672.0|0
