|dates|Malheur_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Malheur_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Malheur_Oregon_UnitedStates.Male_Total_Population.data|Malheur_Oregon_UnitedStates.Male_Total_Population.missing|Malheur_Oregon_UnitedStates.Female_Total_Population.data|Malheur_Oregon_UnitedStates.Female_Total_Population.missing|Malheur_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Malheur_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5056.0|0|16677.0|0|14048.0|0|8004.0|0
