|dates|Rockcastle_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rockcastle_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rockcastle_Kentucky_UnitedStates.Male_Total_Population.data|Rockcastle_Kentucky_UnitedStates.Male_Total_Population.missing|Rockcastle_Kentucky_UnitedStates.Female_Total_Population.data|Rockcastle_Kentucky_UnitedStates.Female_Total_Population.missing|Rockcastle_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Rockcastle_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3041.0|0|8185.0|0|8565.0|0|3600.0|0
