|dates|Sheridan_Kansas_UnitedStates.BLS_EmployedPopulation.data|Sheridan_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Sheridan_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Sheridan_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Sheridan_Kansas_UnitedStates.BLS_UnemploymentRate.data|Sheridan_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Sheridan_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Sheridan_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-02|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-03|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-04|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-05|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-06|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-07|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-08|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-09|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-10|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-11|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-12|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-13|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-14|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-15|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-16|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-17|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-18|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-19|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-20|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-21|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-22|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
0|2020-01-23|1360.5|0|36.5|0|2.612741589119542|0|1397.0|0
